name;type;price;fuel-type;year_of_make;kim;power;place
BMW;rad 2 Gran Tourer;14480;Diesel;2017;178252;85;F46
Škoda;Octavia;14480;Diesel;2015;205000;135;5 (5 miest)
Fiat;Doblo Cargo;14480;Diesel;2018;132000;77;263 mod.15
Hyundai;Santa Fe;14500.00;Diesel;2014;199901;145;5 (5 miest)
Mercedes;Viano;14490.71;Diesel;2009;316000;150;5 (8 miest)
Audi;A6 Avant;14450;Diesel;2015;390000;200;4G5 mod.15
KIA;Cee’d;14450;Benzín;2020;10000;88;5 (5 miest)
Nissan;Juke;14450;Benzín;2017;98000;140;5 (5 miest)
Audi;Q5;14490;Diesel;2012;86000;125;5 (5 miest)
Audi;A6 Avant;14500;Diesel;2013;180000;130;4G5
Škoda;Superb Combi;14500;Benzín;2017;310000;206;3V
KIA;Niro;14500;Hybrid (benzín/elektro);2016;72000;77;5 (5 miest)
Audi;Q7;14500;Diesel;2006;394456;171;5 (5 miest)
Ford;Transit;14500;Diesel;2013;145000;114;0 (5 miest)
Peugeot;308 SW;14499;Diesel;2018;78987;96;mod.17
Škoda;Fabia;14499;Benzín;2021;18408;70;5 (5 miest)
Porsche;Boxster;14500;Benzín;1998;136290;150;2 (2 miesta)
Mercedes;CL;14500;Benzín;2009;273000;285;W216
BMW;X1;14500;Benzín;2014;191000;135;E84 mod.12
Škoda;Scala;14500;Benzín;2021;41283;70;5 (5 miest)
Mercedes;CLA;14500;Diesel;2015;292994;130;C117
Mercedes;CLS;14500;Diesel;2012;254000;195;C218 mod.10
Volkswagen;Passat Variant;14500;Diesel;2018;236500;110;B8
Hyundai;Santa Fe;14500;Diesel;2014;154531;145;5 (5 miest)
BMW;rad 6 Cabrio;14541.67;Benzín;2005;178600;245;2 (4 miesta)
Škoda;Octavia;14541.67;Diesel;2017;132770;110;5 (5 miest)
Volkswagen;T4 Caravelle;14541.67;Diesel;2002;394000;75;4 (9 miest)
Volkswagen;Sharan;14541.67;Diesel;2014;198400;130;5 (6 miest)
Lancia;Thema;14541.67;Diesel;2012;60500;175;4
Toyota;Landcruiser;14541.67;Diesel;2008;414700;127;5 (5 miest)
Audi;Q5;14541.67;Diesel;2012;245000;130;5 (5 miest)
Škoda;Fabia Combi;14541.67;Benzín;2019;19535;81;5 (5 miest)
Honda;CR-V;14541.67;Diesel;2013;140104;110;5 (5 miest)
BMW;rad 3 Touring;14541.67;Diesel;2017;195000;110;5 (5 miest)
Isuzu;D-max;14541.67;Diesel;2014;177414;120;2 (4 miesta)
Volkswagen;T5 Transporter;14541.67;Diesel;2005;172240;96;5 (9 miest)
BMW;rad 3 Touring;14579.17;Diesel;2013;166481;160;5 (5 miest)
Volkswagen;Passat Variant;14579.17;Diesel;2015;198066;110;5 (5 miest)
Porsche;Cayenne;14579.17;Diesel;2009;165070;176;5 (5 miest)
KIA;Cee’d;14579.17;Benzín;2014;162000;150;3 (5 miest)
Mini;Clubman;14579.17;Benzín;2016;112050;100;5 (5 miest)
Nissan;NV200;14579.17;Elektro;2017;74810;80;4 (2 miesta)
Opel;Mokka;14579.17;Benzín;2018;42300;88;5 (5 miest)
Volkswagen;Crafter;14579.17;Diesel;2013;457873;120;4 (3 miesta)
Volkswagen;Passat Variant;14579.17;Diesel;2015;198066;110;5 (5 miest)
Nissan;Qashqai;14579.17;Benzín;2016;29901;85;5 (5 miest)
Mercedes;Viano;14579.17;Diesel;2009;198000;150;5 (7 miest)
Mazda;CX-3;14579.17;Benzín;2015;108093;88;5 (5 miest)
KIA;Sportage;14579.17;Diesel;2016;174586;85;5 (5 miest)
Volkswagen;Passat Variant;14579.17;Diesel;2014;195550;130;5 (5 miest)
Mazda;3;14579.17;Benzín;2015;67800;88;4 (5 miest)
Volkswagen;T5 Transporter;14579.17;Diesel;2011;170000;103;4 (6 miest)
Volkswagen;Passat Variant;14600;Diesel;2017;204000;110;B8
Volkswagen;Golf Variant;14600;Diesel;2019;160000;85;mod.17
Mercedes;GLK;14600;Diesel;2011;220000;125;5 (5 miest)
Honda;CR-V;14600;Benzín;2014;152000;114;RM
BMW;rad 5 GT;14599;Diesel;2015;253000;135;F07 mod.13
Mercedes;A trieda;14599;Diesel;2013;165533;80;W176
Peugeot;208;14590;Benzín;2022;7000;55;5
Renault;Mégane Grandtour;14590;Diesel;2020;76000;85;K9 mod.20
Seat;Alhambra;14600;Diesel;2016;239500;110;5 (5 miest)
Seat;Leon ST;14690;Benzín;2019;47600;96;5F mod.16
Toyota;RAV4;14708.33;Benzín;2011;63000;116;5 (5 miest)
Škoda;Octavia Combi;14708.33;Diesel;2016;144000;110;5 (5 miest)
Škoda;Fabia;14680;Benzín;2023;4300;59;5 (5 miest)
Hyundai;i30 Fastback;14750;Benzín;2019;74000;103;PD
BMW;rad 3 Touring;14750;Diesel;2016;206000;140;F31 mod.15
Ford;Transit;14750;Diesel;2018;108000;50;5 (3 miesta)
Hyundai;i20;14730;Benzín;2023;2;62;5 (5 miest)
Hyundai;i10;14730;Benzín;2023;10;62;Hnedá
Volkswagen;Golf Variant;14707;Diesel;2018;128141;85;5 (5 miest)
Subaru;Outback;14700;Diesel;2016;194391;110;BS
Kia;Cee’d;14790;Diesel;2019;80325;100;5 (5 miest)
Volkswagen;Touran;14790;Diesel;2018;170000;85;5 (5 miest)
Mazda;CX-5;14790;Diesel;2015;133000;129;KE
Hyundai;i10;14780;Benzín;2023;10;62;Biela
Suzuki;Vitara;14800;Benzín;2016;74000;88;LY
Volkswagen;Touran;14800;Diesel;2016;205000;110;5T
Škoda;Octavia;14800;Benzín;2021;175000;96;NX
Nissan;X-Trail;14800;Diesel;2015;104000;96;T32
Seat;Leon ST;14800;Diesel;2017;121203;110;5 (5 miest)
Fiat;Ducato;14900;Diesel;2015;273000;96;295
Škoda;Fabia;14900;Benzín;2020;6771;81;5 (5 miest)
Škoda;Fabia;14900;Benzín;2020;8841;81;5 (5 miest)
Mercedes;E trieda T;14900;Diesel;2014;306000;185;S212 mod.13
BMW;rad 3 GT;14900;Diesel;2016;170000;140;F34 mod.16
Škoda;Superb Combi;14899;Diesel;2016;197000;88;3V
Hyundai;i30 CW;14899;Benzín;2019;107743;103;5
Volkswagen;Crafter;14899;Diesel;2010;275759;80;5
Toyota;RAV4;14900;Diesel;2015;121000;91;5 (5 miest)
Škoda;Octavia Combi;14900;Diesel;2015;99500;110;5E
BMW;rad 5 Touring;14900;Diesel;2013;149360;135;F11 mod.13
Opel;Insignia;14900;Diesel;2017;211000;125;5 (5 miest)
Volkswagen;Passat Variant;14900;Diesel;2017;211000;110;B8
Škoda;Fabia;14900;Benzín;2020;18049;81;5 (5 miest)
Škoda;Fabia;14900;Benzín;2020;17958;81;5 (5 miest)
Škoda;Octavia Combi;14958.33;Benzín;2018;172881;110;5 (5 miest)
Ford;Transit;14958.33;Diesel;2016;176000;92;4 (7 miest)
Volkswagen;Passat Variant;14958.33;Diesel;2017;163900;110;5 (5 miest)
Audi;TT;14958.33;Benzín;2010;65000;147;3 (5 miest)
Škoda;Octavia Combi;14935;Diesel;2019;168804;85;5 (5 miest)
Škoda;Octavia Combi;14934;Benzín;2018;164135;110;5 (5 miest)
Škoda;Octavia Combi;14934;Diesel;2018;183908;135;5 (5 miest)
Škoda;Octavia;14934;Benzín;2019;149911;110;5 (5 miest)
Škoda;Octavia;14934;Benzín;2018;127254;110;5 (5 miest)
Opel;Zafira;14995.83;Diesel;2017;180469;125;5 (5 miest)
Volkswagen;Caddy;14995.83;Diesel;2017;110100;90;5 (2 miesta)
Ford;Kuga;14995.83;Diesel;2015;155900;110;5 (5 miest)
Volkswagen;Caddy;14995.83;Diesel;2017;105500;90;5 (2 miesta)
Volkswagen;Caddy;14995.83;Diesel;2011;199000;81;5 (7 miest)
Peugeot;Boxer;14995.83;Diesel;2018;297700;120;2 (3 miesta)
Peugeot;Rifter;14995.83;Diesel;2019;119600;56;5 (5 miest)
Mercedes;Vito;14995.83;Diesel;2012;228119;100;4 (3 miesta)
Hyundai;Tucson;14995.83;Diesel;2015;98000;85;5 (5 miest)
Jeep;Cherokee;14951;Diesel;2014;124730;103;5 (5 miest)
Volkswagen;Caddy;14973.75;Benzín+Plyn;2021;165798;81;5 (2 miesta)
Mercedes;C trieda;14980;Diesel;2015;248000;125;4 (5 miest)
Volkswagen;Passat Variant;14990;Diesel;2016;158000;140;B8
Škoda;Octavia Combi;14990;Diesel;2018;138500;85;5 (5 miest)
Škoda;Fabia;14990;Benzín;2021;41000;81;NJ mod.18
Volkswagen;Passat Variant;14990;Diesel;2018;161000;110;B8
BMW;rad 3 Touring;14990;Diesel;2014;152000;135;F31
Volkswagen;Jetta;14990;Diesel;2016;66915;81;4 (5 miest)
Opel;Insignia;14990;Diesel;2015;125706;143;0G-A mod.13
Opel;Ampera;14995;Elektro;2013;187000;63;5 (4 miesta)
Fiat;Doblo;14990;Diesel;2020;150413;77;Biela
Volkswagen;Up;14990;Elektro;2019;22373;60;AA mod.16
Volkswagen;Sharan;14990;Diesel;2015;195000;110;7N2
Volkswagen;Passat;14999;Diesel;2016;111000;110;B8
Renault;Clio;14999;Benzín;2022;34000;67;5 (5 miest)
Suzuki;SX4 S-Cross;14999;Benzín;2015;68132;88;5 (5 miest)
Volkswagen;Sharan;14999;Diesel;2015;210385;103;5
Peugeot;Expert;14999;Diesel;2017;194165;90;4
Mazda;CX-5;14999;Diesel;2015;91532;129;5
Škoda;Octavia Combi;14999;Diesel;2016;219000;135;5E
Škoda;Superb Combi;14999;Diesel;2016;145000;88;3V
Toyota;Auris Touring Sports;15000;Hybrid (benzín/elektro);2019;197000;73;mod.15
Volkswagen;Passat Variant;15000;Diesel;2018;139840;110;B8
BMW;rad 5 GT;15000;Diesel;2013;211700;180;F07 mod.13
Dacia;Duster;15000;Diesel;2021;5000;84;mod.21
Mercedes;E trieda T;15000;Diesel;2014;181000;125;S212 mod.13
Lexus;RX;15000;Benzín;2013;110000;204;AL10 mod.12
Škoda;Octavia;15000;Benzín;2015;87200;103;5E
Opel;Insignia ST;15000;Benzín;2016;143000;239;0G-A mod.13
Škoda;Octavia;15000;Diesel;2018;130000;85;5E mod.16
Škoda;Yeti;15000;Diesel;2015;205000;125;5L mod.14
Subaru;Outback;15000;Diesel;2015;167400;110;BR mod.13
Chevrolet;Blazer;15000;Benzín;1980;30000;121;0 (4 miesta)
Audi;A6;15000;Diesel;2013;240000;150;4G2
Suzuki;Jimny;15000;Benzín;2006;184186;62;3 (4 miesta)
Seat;Altea XL;15000;Benzín;2014;35000;92;5 (5 miest)
BMW;X3;15000;Diesel;2011;244773;135;F25 mod.10
Škoda;Octavia;15000;Benzín;2017;23039;110;5E mod.16
Volvo;S60;15000;Benzín;2015;158300;242;5 (5 miest)
Audi;A7;15000;Diesel;2013;190000;150;4GA
Audi;A8;15000;Diesel;2011;277707;184;4H
BMW;rad 3 GT;15000;Diesel;2014;210000;135;F34
Škoda;Octavia;15000;Diesel;2018;129000;85;5E mod.16
Mercedes;GL trieda;15000;Diesel;2008;232174;165;164
Mazda;CX-5;15000;Diesel;2016;161000;110;KE mod.15
Audi;A8;15000;Benzín;2011;220000;273;4H
Chevrolet;Camaro;15000;Benzín;2010;182985;233;2 (4 miesta)
Audi;A5 Sportback;15000;Diesel;2016;226417;110;8TA mod.11
Audi;A4 Avant;15090;Diesel;2014;203000;180;8K5 mod.12
Hyundai;Bayon;15090;Benzín;2023;10;62;Zelená
Dacia;Sandero;15075;Benzín+Plyn;2022;893;67;5 (5 miest)
Volkswagen;CC;15064;Benzín;2016;110000;110;358
Toyota;Avensis Combi;15083.33;Benzín;2015;79000;108;5 (5 miest)
Fiat;Scudo;15074.58;Diesel;2016;111000;94;5 (6 miest)
Renault;Master Furgon;15074.58;Diesel;2018;492000;125;2 (3 miesta)
Renault;Master Valník;15074.58;Diesel;2018;492000;125;2 (3 miesta)
Peugeot;Boxer;15074.58;Diesel;2017;169000;96;5 (3 miesta)
Volkswagen;T5 Transporter;15074.58;Diesel;2015;205000;75;5 (2 miesta)
Ford;Transit;15074.58;Diesel;2017;133000;96;5 (3 miesta)
Peugeot;Boxer;15074.58;Diesel;2018;205000;120;5 (3 miesta)
Škoda;Octavia Combi;15074.58;Diesel;2017;138000;110;5 (5 miest)
Seat;Leon ST;15100;Diesel;2015;139000;110;5F
Volkswagen;Crafter;15208.33;Diesel;2009;140000;80;2 (3 miesta)
Citroen;Grand C4 Picasso;15184;Diesel;2017;160500;110;5 (7 miest)
Peugeot;Rifter;15184;Diesel;2020;186000;96;5 (5 miest)
Škoda;Superb Combi;15184;Diesel;2017;193087;110;5 (5 miest)
Volkswagen;Up;15184;Benzín;2019;56156;85;5 (4 miesta)
Volkswagen;Caddy;15184;Diesel;2016;257131;110;5 (5 miest)
KIA;Sportage;15204.17;Diesel;2014;99800;100;5 (5 miest)
Audi;A3 Sportback;15200;Diesel;2014;228000;135;8VA
Volkswagen;CC;15200;Benzín;2013;121344;206;358
Toyota;Yaris;15200;Hybrid (benzín/elektro);2019;66500;54;XP15 mod.17
KIA;Stonic;15200;Benzín;2021;32340;73;5 (5 miest)
Mercedes;C trieda T;15200;Diesel;2018;198000;125;S205
Mercedes;S trieda;15200;Benzín;2007;275000;285;W212
Peugeot;308;15199;Diesel;2018;4035;88;5 (5 miest)
Škoda;Octavia Combi;15190;Diesel;2018;181300;110;5E mod.16
Škoda;Superb;15190;Diesel;2015;194000;110;5 (5 miest)
Fiat;500;15290;Benzín;2023;5;51;5
Fiat;500;15290;Benzín;2023;5;51;5
Fiat;500;15290;Benzín;2023;5;51;5
Renault;Grand Scénic;15287;Diesel;2017;114924;96;5 (5 miest)
Mercedes;B trieda;15274;Benzín;2016;67700;90;5 (5 miest)
Citroen;C4 Cactus;15250;Diesel;2020;50000;75;2 (5 miest)
Škoda;Octavia Combi;15250;Diesel;2018;158323;85;5E mod.16
BMW;rad 5 Touring;15250;Diesel;2013;197500;160;4 (5 miest)
Volkswagen;Passat Variant;15300;Diesel;2018;211000;110;B8
Audi;A3 Sedan;15300;Diesel;2018;113000;85;8V mod.16
Škoda;Octavia Combi;15300;Benzín;2020;141611;85;5
Volkswagen;Passat Variant;15412.50;Diesel;2016;97795;110;5 (5 miest)
Ford;Transit;15412.50;Diesel;2015;172000;92;5
Opel;Crossland;15412.50;Benzín;2021;29000;81;5 (5 miest)
Mazda;CX-3;15412.50;Benzín;2018;78930;88;5 (5 miest)
Volkswagen;Touareg;15380;Diesel;2014;258000;150;7P
BMW;X5;15378;Diesel;2011;250259;225;5 (5 miest)
Hyundai;Tucson;15400;Benzín;2016;102473;97;TL
Škoda;Fabia;15400;Benzín;2022;5;59;J
Ford;Kuga;15399;Diesel;2016;173000;110;DM2 mod.13
Hyundai;Tucson;15400;Diesel;2015;188800;136;TL
Audi;A4 Avant;15400;Diesel;2015;134500;110;8K5 mod.12
BMW;rad 2 Active Tourer;15490;Diesel;2019;172500;110;F45 mod.18
Škoda;Octavia Combi;15490;Diesel;2016;197218;135;5 (5 miest)
Mercedes;S trieda;15490;Diesel;2010;220000;175;4 (5 miest)
Hyundai;i30 CW;15490;Diesel;2020;129423;85;5
Volkswagen;Touran;15490;Diesel;2017;218000;110;5T
BMW;rad 3;15499;Benzín;2014;201635;135;5
Peugeot;3008;15499;Diesel;2019;161000;96;5 (5 miest)
BMW;rad 2;15499;Diesel;2017;157079;140;5
BMW;X1;15499;Diesel;2014;112440;105;5 (5 miest)
Suzuki;Vitara;15499;Benzín;2016;34431;88;LY
Škoda;Octavia Combi;15499;Diesel;2018;192228;110;5
Mazda;CX-9;15500;Benzín+Plyn;2015;133000;204;5 (7 miest)
BMW;rad 5 Touring;15500;Diesel;2014;362000;190;F11 mod.13
Volkswagen;Touareg;15500;Diesel;2012;230000;180;7P
Mini;Clubman;15500;Diesel;2017;274000;140;6 (5 miest)
BMW;rad 5;15500;Diesel;2014;121000;140;F10 mod.13
Lexus;IS;15500;Benzín;2013;240000;153;4 (5 miest)
Opel;Movano;15500;Diesel;2012;261000;107;MR
Mitsubishi;Pajero;15500;Diesel;2007;176687;125;V80
Volkswagen;Passat Variant;15500;Diesel;2016;213000;176;B8
Toyota;Hilux;15500;Diesel;2008;246760;126;G/N2
Fiat;Ducato;15500;Diesel;2017;217000;96;295
Mercedes;S trieda;15500;Diesel;2008;295000;173;W221
Audi;A6;15500;Diesel;2013;265727;180;4 (5 miest)
Mitsubishi;Pajero;15500;Diesel;2014;136000;147;V80
Volkswagen;Golf;15500;Benzín;1995;223000;140;5 (5 miest)
BMW;rad 1;15500;Diesel;2015;162000;110;5 (5 miest)
Seat;Arona;15500;Benzín;2019;34800;85;5 (5 miest)
Volkswagen;T5 Transporter Combi;15500;Diesel;2011;242000;75;T5
Audi;A8;15500;Diesel;2011;297000;258;0 (5 miest)
Audi;A4 Avant;15500;Benzín;2016;213000;110;8W5
Mazda;6 Wagon;15500;Diesel;2015;195780;129;GL mod.15
Audi;S5;15500;Benzín;2008;186000;260;8T3
Ford;Transit Tourneo;15500;Diesel;2012;146000;92;N
Mercedes;CLS;15500;Diesel;2012;260000;195;C218 mod.10
Audi;S4 Avant;15500;Benzín;2006;230000;253;8E5 mod.05
Volkswagen;Passat Variant;15500;Diesel;2016;248000;140;B8
Škoda;Octavia Combi;15500;Diesel;2016;160000;110;5E
Škoda;Octavia;15588;Diesel;2019;151170;85;5E mod.16
Fiat;500;15569;Benzín;2023;5;51;5
Fiat;500;15569;Benzín;2023;2;51;5
Fiat;500;15569;Benzín;2023;5;51;5
BMW;rad 2;15583.33;Diesel;2015;91000;110;5 (5 miest)
Jeep;Renegade;15559;Diesel;2015;93000;103;5 (5 miest)
Chevrolet;Malibu;15625.00;Benzín;1983;97100;90;5 (5 miest)
Volkswagen;Caddy;15625.00;Diesel;2017;189000;75;5 (5 miest)
Toyota;Auris;15600;Hybrid (benzín/elektro);2018;160586;73;5
Ford;Transit Custom;15600;Diesel;2016;32000;96;4 (3 miesta)
Hyundai;i20;15600;Benzín;2022;80;62;Biela
KIA;Sportage;15700;Diesel;2016;90770;85;4 (5 miest)
Audi;A6 Avant;15700;Diesel;2011;158798;150;4G5
Honda;CR-V;15699;Diesel;2017;214550;118;RM mod.15
Volkswagen;Passat Variant;15690;Diesel;2016;170484;110;B8
Škoda;Octavia Combi;15690;Diesel;2018;124000;85;5E mod.16
Iveco;Daily;15687;Diesel;2017;371200;100;4 (3 miesta)
Volkswagen;Caddy;15767;Diesel;2018;158000;75;5 (5 miest)
Iveco;Daily;15783.33;Diesel;2014;278000;107;5
Renault;Mégane Grandtour;15750;Benzín;2018;91000;151;5 (5 miest)
Škoda;Octavia Combi;15799;Diesel;2014;124000;110;5E
Volkswagen;Golf Variant;15790;Diesel;2017;145000;110;5 (5 miest)
Toyota;Yaris;15808;Benzín;2021;33279;92;5 (5 miest)
Ford;Focus;15829.17;Benzín;2018;35000;92;5 (5 miest)
Nissan;NV200;15829.17;Elektro;2016;35310;80;5 (5 miest)
Nissan;NV200;15829.17;Elektro;2016;30800;80;4 (2 miesta)
Ford;Transit Custom;15829.17;Diesel;2015;299801;114;5 (9 miest)
Nissan;Leaf;15829.17;Elektro;2017;18300;80;5 (5 miest)
Iveco;Daily;15829.17;Benzín+Plyn;2013;307400;100;2 (3 miesta)
Nissan;NV200;15829.17;Elektro;2017;50850;80;5 (5 miest)
Ford;Kuga;15829.17;Diesel;2016;82500;88;5 (5 miest)
Ford;Tourneo Custom;15829.17;Diesel;2015;299801;114;5 (9 miest)
Škoda;Fabia;15829.17;Benzín;2022;7810;70;5 (5 miest)
Hyundai;Tucson;15829.17;Diesel;2017;93000;85;5 (5 miest)
Mazda;CX-5;15829.17;Benzín;2015;126500;118;5 (5 miest)
Opel;Crossland;15829.17;Benzín;2021;22100;81;5 (5 miest)
Opel;Insignia CT;15890;Diesel;2019;125614;100;5 (5 miest)
Škoda;Octavia Combi;15880;Diesel;2016;136720;110;5E
Ford;Mondeo;15850;Diesel;2017;183000;110;BA7 mod.14
Audi;A6;15850;Diesel;2011;139400;180;4G2
Honda;CR-V;15850;Diesel;2015;160950;110;5 (5 miest)
Peugeot;Boxer;15840;Diesel;2016;343000;95;VF3YDTMFC12A45611
Hyundai;Genesis;15900;Benzín+Plyn;2015;178000;232;DH
KIA;Optima;15900;Benzín;2018;82500;138;5 (5 miest)
Audi;A3 Sportback;15900;Diesel;2017;166400;110;8V mod. 16
Seat;Leon ST;15900;Benzín;2018;55000;92;5F mod.16
Mercedes;SL;15900;Benzín;2004;200000;180;R230
Ford;Mondeo;15900;Hybrid (benzín/elektro);2016;123000;103;5 (5 miest)
Opel;Combo Life;15900;Diesel;2019;60600;56;6 (5 miest)
Alfa Romeo;Giulietta;15900;Benzín;2015;74000;177;5 (5 miest)
Ford;Mondeo Combi;15985;Diesel;2018;145000;132;BA7 mod.14
Volkswagen;Passat Variant;15980;Diesel;2015;179861;110;B8
Mercedes;E trieda T;15970;Diesel;2012;253500;195;S212
Peugeot;208;15990;Benzín;2023;7;55;Žltá
Citroen;C3 Aircross;15990;Benzín;2020;17290;81;4 (5 miest)
Škoda;Octavia Combi;15990;Benzín;2019;126440;110;5
Volkswagen;Sharan;15990;Diesel;2013;233000;103;5 (5 miest)
Audi;A8;15990;Diesel;2012;284000;150;0 (5 miest)
Mercedes;GLK;15990;Diesel;2013;195000;125;204
Škoda;Superb;15999;Benzín;2018;176000;110;3V
Peugeot;308 SW;15999;Diesel;2018;141231;130;5
Audi;S5;15999;Benzín;2009;190000;260;8T3
Škoda;Octavia;15999;Diesel;2018;198490;110;5 (5 miest)
BMW;X3;15999;Diesel;2011;155000;135;5 (5 miest)
Volkswagen;Golf Variant;15999;Diesel;2015;169438;110;5 (5 miest)
Volkswagen;Passat Variant;15999;Diesel;2017;198000;110;5 (5 miest)
KIA;Optima;15999;Diesel;2016;161700;104;5 (5 miest)
Mercedes;E trieda T;15999;Diesel;2013;260850;185;S212 mod.13
BMW;X3;15999;Diesel;2011;118200;135;0 (5 miest)
Hyundai;i30;16000;Benzín;2019;77000;103;PD
Mercedes;C trieda T;16000;Diesel;2015;235000;125;S205
Dacia;Duster;16000;Benzín;2020;23711;96;5 (5 miest)
Cadillac;Escalade;16000;Benzín+Plyn;2007;180000;301;5 (7 miest)
Volvo;V40;16000;Diesel;2018;144379;110;MV mod.16
KIA;Sorento;16000;Diesel;2016;112880;147;UM
Hyundai;i30;16000;Benzín;2020;105000;110;5 (5 miest)
Ford;Mondeo Combi;16000;Diesel;2016;144000;154;BA7 mod.14
Škoda;Fabia Combi;16012;Benzín;2021;49767;70;5 (5 miest)
Škoda;Superb;16000;Diesel;2016;138000;110;3V
Volkswagen;Passat Alltrack;16000;Diesel;2016;210000;140;B8
Mercedes;200 D;16000;Diesel;2016;232000;100;5 (5 miest)
Mercedes;GLK;16000;Diesel;2010;208820;150;204
BMW;rad 2 Active Tourer;16090;Diesel;2017;149000;140;5 (5 miest)
Škoda;Scala;16088;Benzín;2022;27081;81;5 (5 miest)
Ford;Transit Connect;16082.92;Benzín;2018;37300;74;4 (3 miesta)
Volkswagen;T5 Transporter;16082.92;Diesel;2013;283000;132;5 (8 miest)
Iveco;Daily;16082.92;Diesel;2015;275000;107;5 (3 miesta)
Ford;Transit;16082.92;Diesel;2018;247000;96;5 (3 miesta)
Renault;Master Furgon;16082.92;Diesel;2017;163000;81;5 (3 miesta)
Volkswagen;T6 Transporter;16082.92;Diesel;2016;232000;75;5 (2 miesta)
Volkswagen;T5 Transporter;16082.92;Diesel;2013;283000;132;5 (8 miest)
Ford;Transit Connect;16082.92;Benzín;2018;38000;74;4 (3 miesta)
Škoda;Octavia;16182;Benzín;2019;97053;110;5 (5 miest)
Škoda;Octavia Combi;16182;Diesel;2019;111900;85;5 (5 miest)
BMW;X1;16180;Benzín;2017;110200;103;5 (5 miest)
Škoda;Fabia;16150;Benzín;2023;6630;70;5 (5 miest)
Hyundai;i30;16166.67;Benzín;2019;32620;103;5 (5 miest)
Audi;A6 Avant;16200;Diesel;2014;204000;180;4G5
Škoda;Octavia Combi;16200;Diesel;2017;119000;110;5E
Volkswagen;Passat Variant;16200;Diesel;2017;164453;110;5 (5 miest)
Suzuki;Vitara;16200;Benzín;2018;35243;103;5 (5 miest)
Mazda;6 Wagon;16200;Benzín;2017;170000;121;GL mod.15
Toyota;RAV4;16200;Benzín;2013;111200;111;XA3
Volkswagen;Touran;16200;Diesel;2016;92000;81;5T
BMW;rad 2 Coupé;16199;Diesel;2015;137000;135;F22
Suzuki;Swift;16199;Hybrid (benzín/elektro);2022;6800;61;A2L mod.20
Renault;Clio;16250.00;Benzín;2022;6000;67;5 (5 miest)
Land Rover;Defender;16250.00;Diesel;2000;337000;90;3 (2 miesta)
Opel;Vivaro;16300;Diesel;2016;162758;92;mod.14
Škoda;Octavia;16300;Benzín;2016;145000;169;5E
Volkswagen;Passat Variant;16400;Diesel;2018;136000;110;B8
Lexus;RX;16400;Hybrid (benzín/elektro);2012;159000;184;5 (5 miest)
Volkswagen;Passat Variant;16400;Diesel;2015;216000;110;B8
Volkswagen;T5 Multivan;16400;Diesel;2012;277000;132;T5 mod.10
Škoda;Scala;16400;Benzín;2021;35697;81;5 (5 miest)
Audi;A4;16399;Diesel;2017;178000;110;8W2
Fiat;Doblo;16399;Diesel;2019;80155;77;5 (5 miest)
Škoda;Fabia;16399;Benzín;2023;6350;70;5 (5 miest)
Volkswagen;Golf Variant;16390;Diesel;2017;147821;110;5 (5 miest)
Mazda;CX-5;16390;Diesel;2015;136746;129;5 (5 miest)
Peugeot;Boxer;16499;Diesel;2019;115888;120;Y mod.14
BMW;rad 3;16499;Diesel;2017;174000;120;F30 mod.15
Honda;CR-V;16499;Benzín;2015;91000;114;RM
Hyundai;i30 Fastback;16499;Benzín;2018;96400;103;PD
Hyundai;Kona;16490;Benzín;2020;7498;88;Červená
Peugeot;Boxer;16490;Diesel;2020;146689;120;Y mod.14
Volkswagen;Golf;16490;Benzín;2015;174000;162;5G1
Škoda;Octavia Combi;16490;Benzín;2020;44866;85;5 (5 miest)
Audi;A4 Avant;16500;Diesel;2017;183000;160;8W5
Škoda;Octavia Combi;16500;Diesel;2016;205000;135;5E
Audi;A6 Avant;16500;Diesel;2014;158960;160;4G5
Volvo;V40 Cross Country;16500;Diesel;2017;65000;88;5 (5 miest)
Suzuki;Vitara;16500;Benzín;2018;44605;103;5 (5 miest)
Honda;CR-V;16500;Diesel;2015;203000;118;RM mod.15
Mercedes;S trieda;16500;Diesel;2010;280000;180;5 (5 miest)
Audi;A5 Sportback;16500;Diesel;2012;275000;180;8TA mod.11
Mazda;CX-5;16500;Diesel;2015;168000;129;5 (5 miest)
Volkswagen;Touareg;16500;Diesel;2011;248000;176;7P
Škoda;Octavia Combi;16500;Diesel;2018;188500;110;5E mod.16
Chrysler;Town&Country;16500;Benzín;2016;122000;211;5 (7 miest)
Škoda;Octavia Combi;16500;Diesel;2018;120331;110;5 (5 miest)
Mercedes;GLK;16500;Diesel;2011;206271;150;204
Renault;Trafic Furgon;16587.08;Diesel;2019;252000;89;5 (3 miesta)
Ford;Transit;16587.08;Diesel;2014;275000;114;2 (3 miesta)
Renault;Trafic Furgon;16587.08;Diesel;2019;210000;89;5 (3 miesta)
Mercedes;Sprinter;16587.08;Diesel;2015;254000;95;4 (3 miesta)
Audi;Q5;16583.33;Diesel;2011;188000;125;5 (5 miest)
BMW;rad 5 Touring;16583.33;Diesel;2011;242021;180;5 (5 miest)
Škoda;Yeti;16583.33;Benzín;2017;64000;92;5 (5 miest)
Ford;Mondeo Combi;16583.33;Diesel;2017;128000;132;5 (5 miest)
Ford;Galaxy;16583.29;Diesel;2015;154500;110;5 (7 miest)
