name;type;price;fuel-type;year_of_make;kim;power;place
Mercedes;G trieda;211536;Benzín;2023;5;310;5
Mercedes;S trieda;208260;Benzín;2023;5;370;4
Mercedes;EQS;202098;Elektro;2023;4;4;W1KCG5FB0PA038773
Maybach;GLS;251280;Benzín;2023;23;410;5
Mercedes;SL;250932;Benzín;2023;7;430;2 (4 miesta)
Maybach;S680;249900;Benzín;;4;11;Metalíza
Mercedes;GLS;249615;Benzín;2023;350;410;5 (4 miesta)
Mercedes;AMG GT;247692;Benzín;2023;3;430;Šedá
Mercedes;SL;245520;Benzín;2023;5;430;2
Mercedes;G trieda;245000;Benzín;2021;580;430;5 (5 miest)
Mercedes;SL;240000;Benzín;2022;3908;430;2
Maybach;S680;240000;Benzín;;4;7;W1K2239791A094880
Maybach;GLS;240000;Benzín;2022;235;410;5
Ferrari;458;238990;Benzín;2013;26214;419;2 (2 miesta)
Mercedes;AMG GT;238770;Benzín;2023;6;470;2
Mercedes;SL;237336;Benzín;2023;5;430;2
Maybach;S680;329730;Benzín;;4;5;W1K6X7KB9PA198715
Maybach;S680;329730;Benzín;;4;5;W1K6X7KB2PA198698
Maybach;S680;313050;Benzín;;4;7;W1K6X7KB0PA223260
Maybach;S680;309558;Benzín;;4;7;Čierna metalíza
Mercedes;S trieda;304158;Hybrid (benzín/elektro);2023;5;590;4
Mercedes;S trieda;301110;Hybrid (benzín/elektro);2023;5;590;4
Maybach;S680;300738;Benzín;;4;20;W1K6X7KB2PA198717
Bentley;Continental GT Speed;300000;Benzín;2023;2000;404;2 (4 miesta)
Ferrari;F 430;299990;Benzín;2009;29207;375;2 (2 miesta)
Mercedes;G trieda;299900;Benzín;2023;2820;430;5
Maybach;S680;295626;Benzín;;4;5;W1K6X7KB4PA208874
BMW;X1;294990;Diesel;2019;65000;110;F48
Hyundai;Santa Fe;;Diesel;2015;132000;145;DM
Opel;Crossland X;;Diesel;2018;165000;105;5 (5 miest)
BMW;rad 3;;Diesel;2007;980000;120;4 (5 miest)
Škoda;Superb Combi;;Diesel;2011;343504;103;5 (5 miest)
Land Rover;Discovery;;Diesel;2006;92846;140;5 (5 miest)
Fiat;Ducato;;Diesel;2015;600555;96;5 (5 miest)
Hyundai;i20;;Benzín;2021;160000;61;5 (5 miest)
Suzuki;Grand Vitara;;Diesel;2002;56777;80;5 (5 miest)
Suzuki;Ignis;;Benzín;2005;169000;73;MH
Škoda;Octavia;;Diesel;2002;100000;81;Strieborná sv. metalíza
Citroen;C4;;Benzín;2008;188800;65;5 (5 miest)
Volkswagen;Polo;;Benzín;2015;45000;66;5 (5 miest)
Hyundai;Tucson;;Benzín;2005;178000;129;5 (5 miest)
Škoda;Yeti;;Benzín;2012;90;77;5 (5 miest)
Lamborghini;Urus;696000;Benzín;2021;6421;478;5 (5 miest)
Rolls-Royce;Cullinan;631015.00;Benzín;2023;6100;420;5 (4 miesta)
Ferrari;488 GTB;603990;Benzín;2019;17452;530;2 (2 miesta)
Ferrari;SF90;589000;Hybrid (benzín/elektro);2023;153;736;Žltá
Rolls-Royce;Ghost;459990;Benzín;2023;5;420;Čierna metalíza
Rolls-Royce;Ghost;450000;Benzín;2021;20000;420;4 (4 miesta)
Maybach;S680;399048;Benzín;;4;40;W1K6X7KBXPA160376
Porsche;911 Carrera Cabrio;376112;Benzín;2021;20000;478;3 (4 miesta)
Mercedes;G trieda;345204;Benzín;2023;7;430;5 (5 miest)
Bentley;Continental GT Speed;280000;Benzín;2023;2550;404;2 (4 miesta)
Ferrari;488 GTB;277990;Benzín;2018;7950;492;2 (2 miesta)
Maybach;S680;276516;Benzín;;4;28;W1K6X7KBXPA196455
Cadillac;Escalade;269729.17;Benzín;2023;1;508;5 (7 miest)
Lamborghini;Urus;265552.08;Benzín;2020;63837;478;5 (5 miest)
Maybach;GLS;264558;Benzín;2023;5;410;5
McLaren;720S;263880;Benzín;2021;4100;530;0 (2 miesta)
Mercedes;GLS;263790;Benzín;2023;150;410;5 (4 miesta)
Mercedes;AMG GT;263736;Hybrid (benzín/elektro);2023;5;620;2
Mercedes;AMG GT;259260;Hybrid (benzín/elektro);2023;7;620;2 (5 miest)
Land Rover;Range Rover;257000;Benzín;2023;4400;390;5 (5 miest)
Mercedes;G trieda;254900;Benzín;2019;64360;430;WDB4632761X326990
Mercedes;SL;254160;Benzín;2023;18;430;2
Mercedes;SL;254148;Benzín;2023;26;430;2
Mercedes;AMG GT;253320;Benzín;2023;13;470;2
Mercedes;SL;252948;Benzín;2023;18;430;2
Mercedes;SL;251772;Benzín;2023;11;430;2
Mercedes;G trieda;235000;Benzín;2021;21500;430;463
Porsche;911;235000;Benzín;2018;22200;382;2
Mercedes;SL;233628;Benzín;2023;5;430;2
Mercedes;G trieda;233000;Benzín;2021;8979;430;5
Mercedes;X trieda;230000;Benzín;2022;1500;200;2
Mercedes;G trieda;229900;Benzín;2022;6917;310;5 (5 miest)
Mercedes;G trieda;229900;Benzín;2023;15;310;5
Mercedes;AMG GT;229900;Benzín;2023;15;620;2 (4 miesta)
Mercedes;G trieda;228804;Benzín;2022;14500;430;5 (5 miest)
Mercedes;SL;228762;Benzín;2023;3800;430;2 (4 miesta)
Porsche;911;226000;Benzín;2021;22000;375;992
Mercedes;AMG GT;222000;Benzín;2017;2300;410;Čierna
Mercedes;G trieda;222000;Benzín;2022;6900;515;5 (5 miest)
Mercedes;AMG GT;221329.17;Benzín;2022;15426;470;5 (5 miest)
Mercedes;AMG GT;220000;Benzín;2023;2905;470;2
Mercedes;SLS;220000;Benzín;2010;21094;420;2 (2 miesta)
Maybach;GLS;219168;Benzín;2023;5;410;5
Maybach;GLS;219000;Benzín;2023;1000;410;5 (4 miesta)
Ferrari;488 GTB;217990;Benzín;2016;32618;492;Červená
Maybach;GLS;199536;Benzín;2023;16;410;5
Bentley;Bentayga;197990;Hybrid (benzín/elektro);2022;17808;340;5 (5 miest)
Mercedes;SL;197904;Benzín;2023;5;350;2
Mercedes;S trieda;197117;Benzín;2023;5;370;4 (5 miest)
Mercedes;SL;196990;Benzín;2023;10;430;2 (4 miesta)
Lamborghini;Gallardo;196990;Benzín;2011;31500;418;2 (2 miesta)
Mercedes;S trieda;196017;Benzín;2023;5;370;4
Mercedes;G trieda;195994;Diesel;2022;10;243;5 (5 miest)
Mercedes;S trieda;195534;Hybrid (benzín/elektro);2023;8213;270;0 (5 miest)
Mercedes;AMG GT;194990;Benzín;2022;5990;470;2
Mercedes;EQS;194976;Elektro;2023;4;4;W1KCG4EB2PA032162
Mercedes;EQS;193560;Elektro;2023;4;17;Metalíza
BMW;XM;193430;Hybrid (benzín/elektro);2023;4000;480;5 (5 miest)
Mercedes;S trieda;191886;Benzín;2023;3;370;0 (5 miest)
Mercedes;G trieda;190000;Benzín;2021;40000;430;5 (5 miest)
Mercedes;EQS SUV;190000;Elektro;2023;5;4;W1NDM4EB0PA004618
Mercedes;G trieda;189990;Benzín;2016;20900;310;5 (5 miest)
Mercedes;G trieda;189900;Benzín;2022;7045;310;5 (5 miest)
Mercedes;EQS;189000;Elektro;2023;4;17;Čierna metalíza
Mercedes;G trieda;189000;Benzín;2022;2516;310;5 (5 miest)
Audi;RSQ8;179800;Benzín;2022;19072;441;Čierna metalíza
Porsche;Carrera;179500;Benzín;2023;2600;353;WP0ZZZ995PS211261
Porsche;911 Carrera Cabrio;179298;Benzín;2021;4000;331;2 (4 miesta)
Mercedes;EQS;179000;Elektro;2022;4;14;Čierna metalíza
Land Rover;Range Rover;178965;Diesel;2022;10000;258;5 (7 miest)
Mercedes;EQS SUV;178896;Elektro;2023;5;4;W1NDM4EB9PA015245
Mercedes;G trieda;178800;Benzín;2020;41190;430;5 (5 miest)
Mercedes;G trieda;178500;Diesel;2022;4400;243;5 (5 miest)
Mercedes;AMG GT;178212;Benzín;2023;5;320;2
Porsche;911;177990;Benzín;2014;36500;294;2 (4 miesta)
Ford;Mustang;176407.92;Benzín;2023;1;567;2 (2 miesta)
Ford;Mustang;176407.92;Benzín;2023;1;567;2 (4 miesta)
Ford;Mustang;176407.92;Benzín;2023;1;567;2 (2 miesta)
Mercedes;EQS SUV;176256;Elektro;2023;5;4;W1NDM4EB1PA013862
Mercedes;S trieda;169398;Benzín;2023;3;270;4
Mercedes;S trieda;169050;Diesel;2023;5;243;4
Mercedes;S trieda;167990;Diesel;2023;5;243;4
Mercedes;EQS SUV;166734;Elektro;2023;5;4;W1NDM2EB0PA010732
Mercedes;S trieda;166542;Diesel;2023;5;243;4
Mercedes;S trieda;166497;Benzín;2023;5;270;4
BMW;X5;166488;Benzín;2020;100;460;5 (5 miest)
Dodge;RAM;166324.58;Benzín;2023;1;523;5 (5 miest)
Porsche;911;166249.96;Benzín;1998;118299;331;2 (4 miesta)
Porsche;Carrera;165980;Benzín;2022;1220;353;0 (2 miesta)
Porsche;Taycan;165950;Elektro;2022;4;21;Hnedá tm. metalíza
Mercedes;G trieda;165900;Diesel;2022;11000;243;463
Mercedes;AMG GT;162499.58;Benzín;2019;19500;470;5 (5 miest)
Mercedes;S trieda;162256;Diesel;2023;16;243;4
Mercedes;S trieda;161840;Benzín;2022;5903;270;4
Mercedes;EQS SUV;161298;Elektro;2023;5;4;W1NDM2EB1PA010433
Mercedes;EQS SUV;161274;Elektro;2023;5;4;W1NDM2EB2PA011560
Mercedes;S trieda;161264;Diesel;2023;5;243;4
Mercedes;S trieda;161264;Benzín;2023;25;270;4
Dodge;RAM;161282.92;Benzín;2023;1;523;5 (5 miest)
Mercedes;S trieda;160990;Hybrid (benzín/elektro);2022;12394;375;4
Mercedes;EQS;160926;Elektro;2023;4;4;W1KCG2EB1PA037857
Mercedes;S trieda;160877;Diesel;2023;5;243;4
Cadillac;Escalade;160526.67;Benzín;2023;1;313;5 (7 miest)
Ferrari;F 430;160000;Benzín;2008;46000;357;2 (2 miesta)
McLaren;540C;159999;Benzín;2017;12427;397;2 (2 miesta)
Mercedes;G trieda;159900;Benzín;2020;62000;310;5 (5 miest)
Dodge;RAM;159800;Benzín;2023;5;523;0 (5 miest)
Dodge;RAM;159800;Benzín;2023;5;523;0 (5 miest)
Mercedes;EQS SUV;159480;Elektro;2023;5;4;W1NDM2EB6PA009665
Mercedes;EQS SUV;158952;Elektro;2023;5;4;W1NDM2EBXPA010415
Mercedes;EQS SUV;155142;Elektro;2023;5;4;W1NDM2EB0PA012481
Mercedes;G trieda;155000;Diesel;2022;19500;243;463
Dodge;RAM;155031.25;Benzín;2023;1;523;5 (5 miest)
Dodge;RAM;155031.25;Benzín;2023;1;523;5 (5 miest)
Mercedes;EQS SUV;154500;Elektro;2023;5;4;W1NDM2EB0PA009466
Cadillac;Escalade;154476.67;Benzín;2023;1;313;5 (7 miest)
Mercedes;EQS;154302;Elektro;2023;4;1;W1NDM2EB9PA006775
BMW;X7;153466;Benzín;2023;4000;390;5 (7 miest)
Mercedes;SL;149000;Benzín;2022;5000;290;2 (4 miesta)
Mercedes;GLS;149000;Benzín;2021;56000;450;X167
Dodge;RAM;148678.75;Benzín;2023;1;306;4 (5 miest)
BMW;rad 7;148000;Hybrid (benzín/elektro);2023;4650;420;G70
Aston Martin;DB11;147990;Benzín;2019;7664;375;0 (4 miesta)
Mercedes;GLS;147918;Benzín;2023;5;380;5
BMW;rad 7;145000;Benzín;2020;94327;430;4 (5 miest)
Mercedes;EQS;144999;Elektro;2022;4;22;W1K2971441A018165
Mercedes;G trieda;144950;Benzín;2019;88000;310;463
Mercedes;C trieda;144930;Hybrid (benzín/elektro);2023;5;500;4
Mercedes;S trieda;144168;Benzín;2022;37300;320;W223
BMW;X4 M;144128;Benzín;2023;10671;375;Čierna metalíza
BMW;X7;144000;Benzín;2023;390;390;G07 mod.22
Mercedes;GLE trieda;143999;Diesel;2023;3519;270;5 (5 miest)
Land Rover;Range Rover Sport;143990;Diesel;2023;3700;258;5 (5 miest)
Mercedes;S trieda;143800;Benzín;2021;29986;370;W223
Mercedes;G trieda;139900;Benzín;2018;64637;310;5
Alpina;B5;139800;Benzín;2022;6070;457;WAPBG3100NKM50800
Mercedes;EQE;138360;Elektro;2023;4;5;Čierna metalíza
Audi;RS e-tron GT;135950;Elektro;2021;4;21;Šedá tm. metalíza
Mercedes;GLS;133990;Diesel;2023;17;243;5 (7 miest)
Audi;SQ8;133990;Benzín;2022;38;373;Modrá
Mercedes;S trieda;133990;Benzín;2022;14000;320;4 (5 miest)
Land Rover;Range Rover Sport;131999;Diesel;2023;8500;258;5 (5 miest)
Mercedes;GLS;131568;Diesel;2023;5;270;5
Mercedes;GLE trieda;130734;Diesel;2023;5;270;5
Mercedes;S trieda;130182;Diesel;2023;5;210;4
Mercedes;G trieda;130000;Benzín;2019;102000;310;463
BMW;rad 7;129999;Diesel;2023;2;210;4 (5 miest)
BMW;rad 7;129900;Hybrid (diesel/elektro);2023;20000;220;G70
Mercedes;S trieda;128990;Diesel;2022;38000;243;4 (5 miest)
Mercedes;GLE trieda;128958;Diesel;2023;200;243;5
Mercedes;S trieda;128920;Diesel;2022;8200;243;4 (5 miest)
Mercedes;GLS;128868;Diesel;2023;5;243;5
Chevrolet;Corvette;127165;Benzín;2023;90;354;2
Mercedes;GLS;127000;Diesel;2023;9000;243;X167
Mercedes;GLE trieda;126786;Diesel;2023;5;270;5
Chevrolet;Corvette;126396;Benzín;2023;90;354;2
Mercedes;E trieda;126396;Elektro;2023;4;23;W1KEG3CB8PF012734
Mercedes;GLE trieda;126384;Benzín;2023;12;280;5
BMW;M3;126261;Benzín;2023;4000;375;5 (5 miest)
Mercedes;GLE trieda;126222;Diesel;2023;5;270;5
Porsche;911;126250.00;Benzín;2017;18687;368;3 (2 miesta)
Mercedes;S trieda;126120;Diesel;2022;18367;210;4
Mercedes;EQE;124999;Elektro;2022;4;18;W1KEG5DB0PF007716
Audi;RS6 Avant;124990;Benzín;2020;87000;441;5 (5 miest)
Mercedes;EQS;123000;Elektro;2021;4;41;Čierna metalíza
Audi;R8;122990;Benzín;2017;56231;397;2 (2 miesta)
Mercedes;GLE trieda;122988;Benzín;2023;5;280;5
Porsche;Taycan;122950;Elektro;2022;4;15;Modrá sv. metalíza
Mercedes;GLE trieda;122934;Hybrid (benzín/elektro);2023;5;185;5
Mercedes;GLE trieda;122928;Diesel;2023;5;270;5
Mercedes;EQS;122900;Elektro;2021;4;17;Čierna metalíza
Mercedes;S trieda;122900;Benzín;2022;36424;370;4
Ferrari;F 430;122916.67;Benzín;2005;20200;357;2 (2 miesta)
Mercedes;AMG GT;122916.67;Benzín;2019;20564;350;2 (2 miesta)
Ferrari;F 430;122916.67;Benzín;2005;20200;357;2 (2 miesta)
Mercedes;GLS;121596;Diesel;2023;5;270;5
Mercedes;GLE trieda;120180;Benzín;2023;5;280;5
Audi;SQ8;120000;Diesel;2019;73600;320;5 (5 miest)
Mercedes;G trieda;120000;Benzín;2015;60000;400;5 (5 miest)
Porsche;911;119900;Benzín;2019;111000;331;Šedá tm.
Mercedes;S trieda;119000;Diesel;2021;38000;243;W223
BMW;rad 8;119000;Benzín;2023;15000;390;G16 / F93 mod.22
Mercedes;GLE trieda;118194;Diesel;2023;7;145;5
Porsche;Cayenne;118000;Benzín;2020;30000;404;0 (4 miesta)
Mercedes;GLS;118000;Diesel;2022;29800;243;5 (7 miest)
Porsche;Cayenne;117990;Hybrid (benzín/elektro);2022;9801;338;5 (5 miest)
Mercedes;AMG GT;117900;Benzín;2019;39700;350;R190
Audi;SQ7;117651;Benzín;2022;3608;373;5 (5 miest)
Mercedes;GLS;117582;Diesel;2023;5;230;5
Jeep;Grand Cherokee;116185.21;Benzín+Plyn;2023;1;266;5 (6 miest)
BMW;M5;115999;Benzín;2023;12200;460;4 (5 miest)
Porsche;Taycan;114950;Elektro;2021;4;5;Červená metalíza
Audi;RS e-tron GT;114900;Elektro;2022;4;24;Šedá metalíza
BMW;M3;114864;Benzín;2021;6000;375;4 (5 miest)
Mercedes;EQE;113580;Elektro;2023;4;5;Čierna metalíza
Mercedes;GLE trieda;113352;Diesel;2023;5;270;5
Ford;F séria;113387.08;Benzín;2023;1;298;4 (5 miest)
Ford;Bronco;113387.08;Benzín;2023;1;231;4 (5 miest)
Mercedes;EQE;113250;Elektro;2023;4;7;W1NGM1CB8PA010634
Porsche;Cayenne;111990;Hybrid (benzín/elektro);2020;50000;250;5 (5 miest)
Mercedes;EQE;111624;Elektro;2023;4;4;W1NGM1CB2PA011004
Mercedes;EQE;111534;Elektro;2023;4;4;W1KEG1CBXPF010973
Mercedes;GLE trieda;111490;Diesel;2023;3228;270;5
Jeep;Grand Cherokee;110866.25;Benzín;2023;1;266;5 (6 miest)
Mercedes;GLE trieda;110400;Diesel;2023;5;243;5
Mercedes;GLE trieda;110400;Diesel;2023;5;243;5
Nissan;GTR;110000;Benzín;2018;65000;419;2 (4 miesta)
Dodge;RAM;109249;Benzín;2023;90;295;4
Mercedes;GLE trieda;109044;Diesel;2023;7;243;5
BMW;X7;109000;Diesel;2021;39950;294;Čierna
Audi;Q8;108990;Diesel;2023;50;210;5 (5 miest)
Mercedes;CLS;108300;Diesel;2022;1100;195;C257 mod.21
BMW;M4;107999;Benzín;2022;16000;375;G22 / G82
Porsche;Boxster;107900;Benzín;2022;2100;294;718
Mercedes;V trieda;106019;Diesel;2023;18218;176;5 (7 miest)
Jeep;Wrangler;105824.58;Benzín;2023;1;213;5 (5 miest)
Dodge;RAM;105519;Benzín;2023;90;295;4
Dodge;RAM;105200;Benzín;2023;5;295;0 (5 miest)
Mercedes;AMG GT;105000;Benzín;2020;65000;320;4 (5 miest)
Toyota;Sequoia;105000;Hybrid (benzín/elektro);2023;60;321;Červená tm.
BMW;M4;105000;Benzín;2016;21271;368;Biela
Dodge;Durango;104614.58;Benzín;2023;1;355;5 (6 miest)
Mercedes;EQE;103470;Elektro;2023;4;;W1K2951211F006171
Mercedes;V trieda;103364;Diesel;2023;5;;5358050262
Ferrari;612;102999;Benzín;2008;42083;397;2 (4 miesta)
BMW;X6;102990;Benzín;2022;9280;245;5 (4 miesta)
Audi;RS e-tron GT;102990;Elektro;2021;4;19;Šedá tm. metalíza
BMW;M3;102990;Benzín;2022;25600;375;4 (5 miest)
Mercedes;GLC;102912;Diesel;2023;5;145;5
Volkswagen;Touareg;102910;Hybrid (benzín/elektro);2023;10;250;5
Mercedes;CLS;101290;Diesel;2023;6000;250;C257 mod.21
Land Rover;Range Rover Velar;100754;Benzín;2022;3000;294;5 (5 miest)
Land Rover;Defender;100754;Diesel;2023;2;221;5 (5 miest)
Land Rover;Range Rover;100726;Benzín;2019;63593;386;5 (5 miest)
Ford;Bronco;100782.92;Benzín;2023;1;201;2 (4 miesta)
Jeep;Grand Cherokee;100782.92;Benzín;2023;1;279;5 (5 miest)
Jeep;Grand Cherokee;100782.92;Benzín;2023;1;279;5 (5 miest)
Jeep;Wagoneer;100782.92;Benzín;2022;8102;292;5 (8 miest)
Jeep;Grand Cherokee;100782.92;Benzín;2023;1;279;5 (5 miest)
Jeep;Wrangler;100782.92;Benzín;2023;1;213;3 (4 miesta)
Dodge;RAM;100609;Benzín;2023;90;295;4
Land Rover;Defender;100333;Diesel;2023;2;221;5 (5 miest)
Mercedes;CLS;100300;Diesel;2023;9050;243;C257 mod.21
Audi;Q8;99900;Diesel;2022;10;210;5 (5 miest)
BMW;M4;99900;Benzín;2023;10;375;G23 / G83
Audi;e-tron;99900;Elektro;2023;4;15;Modrá metalíza
Alpina;B4;99900;Benzín;2022;14500;364;WAP81AW070FM53767
Mercedes;V trieda;99042;Diesel;2023;8;140;5 (7 miest)
Audi;Q8;98990;Hybrid (benzín/elektro);2021;32400;250;5 (5 miest)
Dodge;RAM;98990;Benzín;2023;600;291;0 (5 miest)
BMW;M4;98900;Benzín;2022;14500;375;0 (4 miesta)
Mercedes;V trieda;97000;Diesel;2023;9099;174;W447 mod.19
Mercedes;G trieda;96900;Benzín;2017;27833;400;WDB4632721X273193
Mercedes;EQC;96768;Elektro;2023;5;4;W1K2938901F044101
Dodge;RAM;96497.50;Benzín;2023;1;291;4 (5 miest)
Mercedes;GLC;96330;Benzín;2023;4798;150;5
Volvo;XC90;95260;Hybrid (benzín/elektro);2023;760;228;0 (7 miest)
Ferrari;F 430;95000;Benzín;2006;66000;361;2
BMW;X7;95000;Diesel;2019;73500;294;G07
Mercedes;GLE trieda;95000;Hybrid (diesel/elektro);2022;27360;235;V167
Maserati;Ghibli;95000;Benzín;2021;12000;257;M156
BMW;X7;95000;Diesel;2020;77777;250;G07
Nissan;GTR;95000;Benzín;2018;60000;419;R36 mod.16
Mercedes;V trieda;94999;Diesel;2021;48256;174;5 (7 miest)
Audi;SQ7;94980;Diesel;2021;52349;320;5 (5 miest)
Dodge;RAM;93990;Benzín;2022;90;295;4
BMW;rad 8;93900;Benzín;2022;27000;390;G15 / F92 mod.22
Land Rover;Defender;93900;Hybrid (benzín/elektro);2021;1000;294;5 (5 miest)
BMW;X6;93898;Diesel;2022;29000;210;5 (5 miest)
Dodge;RAM;93724.58;Benzín;2023;1;291;4 (5 miest)
Mercedes;V trieda;93370;Diesel;2023;5;120;5 (7 miest)
Land Rover;Range Rover Velar;93261;Benzín;2022;15000;294;5 (5 miest)
Mercedes;E trieda;93270.83;Benzín;2021;16223;320;4 (5 miest)
Dodge;Durango;92227;Benzín;2023;90;268;5
Mercedes;GLE trieda;92100;Diesel;2022;13000;243;V167
Mercedes;GLE trieda;92028;Diesel;2023;5;198;5
Mercedes;GLE trieda;92028;Diesel;2023;5;198;5
Audi;e-tron GT;92000;Elektro;2021;35000;350;4 (5 miest)
Jeep;Gladiator;91990;Diesel;2022;10000;194;JT
Mercedes;GLE trieda;91900;Hybrid (diesel/elektro);2021;15562;143;5 (5 miest)
BMW;X7;91666.62;Diesel;2020;21854;195;5 (7 miest)
Tesla;Model X;91490;Elektro;2019;4;118;Čierna
Mercedes;CLS;91290;Diesel;2023;9500;243;C257 mod.21
BMW;X6;91274;Benzín;2021;18600;390;5 (5 miest)
Mercedes;GLC;91176;Benzín;2023;5;185;5
Porsche;Panamera;90000;Diesel;2019;18000;310;970 mod.16
BMW;X7;90000;Diesel;2021;89000;250;G07
Hummer;H2;90000;Benzín;2009;125000;392;5 (5 miest)
Mercedes;GLC;89990;Hybrid (benzín/elektro);2023;5500;150;5 (5 miest)
Audi;e-tron;89990;Elektro;2021;4;83;Červená metalíza
Mercedes;V trieda;89900;Diesel;2022;16964;174;5
BMW;X5;89900;Diesel;2020;55500;294;G05
Mercedes;V trieda;89900;Diesel;2023;13000;174;W447 mod.19
Mercedes;GLE trieda;89010;Diesel;2023;8;200;5
Mercedes;GLE trieda;89000;Diesel;2021;49380;143;5
Aston Martin;Virage;89000;Benzín;2011;72000;365;2 (4 miesta)
Mercedes;V trieda;89000;Diesel;2022;19900;174;W447 mod.19
Mercedes;EQE;89000;Elektro;2022;4;25;Metalíza
Porsche;Panamera;89000;Benzín;2019;151400;338;5 (5 miest)
Porsche;Cayenne;89000;Benzín;2019;81000;324;5 (5 miest)
Mercedes;GLC;88990;Diesel;2023;3280;145;5
Land Rover;Defender;88990;Benzín;2020;47050;294;5 (5 miest)
Volkswagen;Touareg;88713;Diesel;2022;17855;210;5 (5 miest)
Mercedes;E trieda T;88626;Diesel;2023;5;147;5
Volvo;XC90;88227;Hybrid (benzín/elektro);2023;3000;228;0 (7 miest)
Volvo;XC90;88227;Hybrid (benzín/elektro);2023;3000;228;0 (7 miest)
BMW;i8;87600;Hybrid (benzín/elektro);2017;41300;170;2 (4 miesta)
Škoda;Superb Combi;87000;Diesel;2012;678778;103;3T
Mercedes;GLE trieda;86980;Hybrid (benzín/elektro);2021;4;52;W1N1671541A465663
Audi;A8;85950;Hybrid (benzín/elektro);2022;17100;250;4 (4 miesta)
Mercedes;C trieda;85900;Benzín;1966;57000;110;3 (4 miesta)
BMW;X5;85900;Diesel;2022;14000;210;G05
Mercedes;E trieda;85830;Diesel;2023;8721;143;4
Volvo;XC90;85602;Hybrid (benzín/elektro);;4;2;Strieborná metalíza
Dodge;RAM;85657.92;Benzín;2023;1;286;4 (5 miest)
Dodge;RAM;85657.92;Benzín;2023;1;291;4 (5 miest)
Toyota;Tacoma;85657.92;Benzín;2023;1;207;5 (5 miest)
Dodge;RAM;85657.92;Benzín;2023;1;291;4 (5 miest)
Dodge;RAM;85657.92;Benzín;2023;1;291;4 (5 miest)
Mercedes;Sprinter;85657.92;Diesel;2022;6713;140;4 (9 miest)
Mercedes;E trieda;85518;Diesel;2023;5;195;4
Tesla;Model X;84990;Elektro;2020;4;45;Metalíza
Audi;A6 Avant;84990;Diesel;2022;17;210;Čierna metalíza
Mercedes;EQE;84900;Elektro;2022;4;4;W1K2951211F001784
Mercedes;S trieda;84900;Benzín;2018;80245;345;4 (5 miest)
Ferrari;612;84900;Benzín;2010;62281;397;3 (4 miesta)
Land Rover;Defender;84900;Benzín;2022;18000;294;5 (5 miest)
Mercedes;GLE trieda;84900;Diesel;2020;52922;200;5 (5 miest)
Jeep;Wrangler;83880;Hybrid (benzín/elektro);2023;5;280;5
BMW;X5;83834;Diesel;2022;31000;210;5 (5 miest)
Mercedes;E trieda T;83800;Diesel;2023;5;147;5
Volvo;XC90;83646;Hybrid (benzín/elektro);;4;2;Čierna metalíza
BMW;X5;83600;Hybrid (benzín/elektro);2022;23173;245;5 (5 miest)
Mercedes;C trieda;83530;Diesel;2023;1638;147;4
Ford;Explorer;83137.08;Benzín;2023;1;298;5 (7 miest)
Dodge;RAM;83137.08;Benzín;2023;1;291;4 (5 miest)
Jeep;Wrangler;82900;Hybrid (benzín/elektro);2022;1;280;JL
Mercedes;GLC;82836;Hybrid (benzín/elektro);2023;10076;155;0 (5 miest)
Land Rover;Discovery;82815;Diesel;2022;7915;221;5 (7 miest)
Volkswagen;Touareg;82812;Diesel;2022;15000;210;5 (5 miest)
Volkswagen;T6 Multivan;82800;Diesel;2022;8842;150;T6.1 mod.19
Volvo;XC90;82401;Diesel;2023;2500;173;0 (7 miest)
Volvo;XC90;82276;Diesel;2023;2500;173;0 (7 miest)
Volvo;XC60;82041.67;Benzín;2023;5;293;5 (5 miest)
Jeep;Grand Cherokee;81500;Benzín;2018;68760;523;WK mod.18
Mercedes;E trieda;80950;Diesel;2023;5964;147;4
Mercedes;AMG GT;80900;Benzín;2019;119000;320;5
Volvo;XC90;80177;Diesel;2023;2400;173;0 (7 miest)
Jeep;Gladiator;80010;Diesel;2023;1933;194;1C6JJTFM8PL532495
Mercedes;GLC;79990;Diesel;2023;15;145;5
Mercedes;GLE trieda;79990;Diesel;2020;77865;200;5
BMW;rad 4 Coupé;79990;Benzín;2022;2900;275;2 (4 miesta)
Mercedes;E trieda;79990;Diesel;2023;6480;143;4
Alfa Romeo;Stelvio;79990;Benzín;2022;28454;375;5
Audi;R8;79990;Benzín;2012;67850;386;2 (2 miesta)
Jeep;Wrangler;79900;Hybrid (benzín/elektro);2022;1;280;JL
Jeep;Wrangler;79900;Hybrid (benzín/elektro);2022;1;280;JL
Jeep;Wrangler;79900;Hybrid (benzín/elektro);2022;1;280;JL
Mercedes;GLC;79900;Diesel;2023;3500;145;C254
Mercedes;Sprinter;79900;Diesel;2023;219;140;5
Porsche;911;79900;Benzín;1990;134000;184;964
Audi;Q7;79500;Benzín;2022;23563;250;5 (7 miest)
Jeep;Gladiator;78990;Diesel;2022;1;194;JT
Volvo;XC90;78990;Diesel;2019;5;183;5 (7 miest)
Mercedes;S trieda Coupé;78990;Benzín;2018;64488;345;2
Jeep;Gladiator;78990;Diesel;2022;1;194;JT
Mercedes;EQB;78954;Elektro;2023;4;7;W1N9M0JBXPN049028
Mercedes;CLS;78290;Diesel;2022;42400;195;C257 mod.21
